Category,Credits,Id,Description,Title
LING,3,3101,"An introduction to the history and techniques of the scientific study of language in its structures and operations, including articulatory and acoustic phonology, morphological analysis, historical reconstruction, and syntactic models. This course provides an intensive introduction to the study of what languages are and how they operate. Exercises in the analysis of fragments from various languages supplement the theoretical lectures and readings.",General Linguistics 
LING,3,3102,"An introduction to the concepts and operations of modern generative grammar and related models, as well as linguistic theories of meaning.",Syntax and Semantics 
LING,3,3103,"Researches the diversity of natural languages and the limits of that diversity. How are human languages similar, and how are they different? What factors control the attested range of cross-linguistic variation? Focus is on morphological and syntactic data, with some discussion of the genetic (historical) relationships among the world's languages and methodological problems facing modern linguistic typologies.",Language and Language Types 
LING,3,3104,"Analysis of two competing orientations in linguistic theory since 1900: formalism (emphasizing systematicity, autonomy, abstraction: American structuralism, varieties of generativism); versus functionalism (prioritizing the role communication imposes on language: Prague School, cognitive linguistics).
Extensions into applied linguistics. 
Readings, lectures, discussion.",Formalism and Functionalism in Linguistics 
MUSA,3,3106,"In this course we will study the fundamentals of two- and three- part polyphonic styles. Using the principles of species counterpoint, we will acquire a dependable contrapuntal technique to write short compositions, first in two parts and eventually in three. Assignments will include short works in free imitation, strict canon, and invertible counterpoint. Our studies will include a brief survey of the historical origins of Western polyphony and analysis of contrapuntal compositions of the Baroque period.",Counterpoint I 
BIOL,1,3110,"A laboratory course designed to introduce students to the principles and experimental strategies of genetic analysis. The yeast Saccharomyces cerevisiae is used as the model organism.  Inquiry-based experiments are designed to teach students the principles of phenotypic analysis, genetic complementation, recombination mapping, and gene replacement.",Genetics Laboratory 
ADCO,4,3112,"Course examines the critical elements involved in self assessment, career exploration, goal setting, adult development, decision making, job search strategies and career progression. Looks at how to integrate career information resources, and explores specific techniques and strategies designed for a competitive job market.",Career Planning:Strategies for Success 
MUSA,3,3114,"This music theory course will focus on the study of chord structures, chord substitutions, chord scales, composition, and improvisation as they have been codified by contemporary jazz musicians. The technical innovations in the music of Sonny Rollins, Thelonius Monk, Charlie Parker, and Miles Davis will be analyzed and discussed. Special attention will be placed on learning how to improvise on the great standards of the jazz repertory. Additional studies will include the following: piano lead sheet arrangements; ii-V-I keyboard harmony, re-harmonization, and composing original tunes based on chord structures of standards by Berlin, Kern, Gershwin; rhythm changes; and the blues.","Jazz Harmony, Improvisation, and Arranging "
THEO,3,3116,"The medieval world of philosophy and theology was a multicultural world: Arabian, Jewish, and Christian thinkers from the three great religious traditions adopted, adapted, and shared the philosophical riches of the classical world and the religious resources of the biblical heritage. This course introduces students to the great Arabian thinkers Alfarabi, Avicenna, Algazel and Averroes; the respected Jewish authors Saadiah Gaon, Moses Maimonides, and Gersonides; and the famous Christian writers Anselm, Bonaventure, and Thomas Aquinas and the intellectual challenges from the Greek intellectual world that they met and faced in the Middle Ages.",Medieval Religions and Thought 
BIOL,0,3120,Discussion session to accompany BIOL3050 (Genetics).  Discussion of lecture topics and problem-solving activities in small groups.,Genetics Discussion 
SLAV,3,3121,"The development of active skills in contemporary standard Russian to beyond a high-intermediate level of proficiency in reading, writing, listening and speaking, with an emphasis on vocabulary building, composition, and pereskaz.",Third-Year Russian I 
EALC,3,3122,"Continuing the development of active skills in modern Mandarin to beyond a high-intermediate level of proficiency in reading, writing, listening and speaking, with an emphasis on grammar, phrases and sentence patterns.",Third-Year Chinese II 
ADAC,4,3125,"Introduces how financial information impacts organizational decision making. Examines accounting theory and practice, information presentation, market valuations of companies, investment decisions relative to debt, budgeting and forecasting. Topics include financial statements, financial condition analysis, present value, time value of money, budgeting, long-term asset and liability decision making as well as the influence of the Financial Accounting Standards Board (FASB). Case studies expand discussions.",Financial Statements Analysis 
MUSA,3,3126,"Students enrolled in this course will complete three composition projects: (1) a three-part fugue in the Baroque style of J.S Bach, (2) a Sonata-Allegro first movement in the Classical style of Haydn or Mozart, and (3) a Rondo or Scherzo movement in the Romantic style of Beethoven, Mendelssohn, Schubert, or Schumann. We will examine representative works of these composers in these genres to serve as models for the student compositions.",Tonal Composition 
ADAC,4,3127,"Examines nonprofit and state and municipal budgeting policies and practices as well as the fiscal climate within which these organizations operate. Students gain a better understanding of the role of accounting in public and nonprofit organizations and the theories underlying major fiscal policy debates. Topics include constructing budgets and capital improvement plans, and how to successfully generate funds to support nonprofit sector organizations.",Public and Non-Public Accounting 
MUSA,3,3130,"The study of individual instruments of the orchestra and their groupings. Score readings and analytical studies of important orchestra works from the baroque, classical, and romantic to the modern period. Expert musicians from the Boston area will come to class to demonstrate and perform student works. Monthly field trips to Jordan Hall at the New England Conservatory for concerts of orchestral music by the New England Conservatory Philharmonic. The final project will be a work for chamber orchestra composed by the student.",Orchestration 
EDUC,1,3132,"The purpose of this seminar is to introduce and develop classroom-based inquiry skills in teacher candidates. Teachers develop a self-awareness about their personal beliefs and biases about teaching, learning, and pupils; explore, understand, and learn to navigate the various aspects of school culture; and learn to use their classroom as a research site by posing critical questions about pupil learning, consulting related research, gathering and analyzing data about their pupils and classrooms, attempting interventions, evaluating results, and documenting pupil learning.",Undergraduate Inquiry Seminar: II 
EDUC,1,3133,"The purpose of this seminar is to introduce and develop classroom-based inquiry skills in teacher candidates. Teachers develop a self-awareness about their personal beliefs and biases about teaching, learning, and pupils; explore, understand, and learn to navigate the various aspects of school culture; and learn to use their classroom as a research site by posing critical questions about pupil learning, consulting related research, gathering and analyzing data about their pupils and classrooms, attempting interventions, evaluating results, and documenting pupil learning.",Undergraduate Inquiry Seminar: III 
EDUC,1,3134,"The purpose of this seminar is to introduce and develop classroom-based inquiry skills in teacher candidates. Teachers develop a self-awareness about their personal beliefs and biases about teaching, learning, and pupils; explore, understand, and learn to navigate the various aspects of school culture; and learn to use their classroom as a research site by posing critical questions about pupil learning, consulting related research, gathering and analyzing data about their pupils and classrooms, attempting interventions, evaluating results, and documenting pupil learning.",Undergraduate International Inquiry Seminar IV 
MKTG,3,3148,"The service sector of the economy is twice as large as the manufacturing sector. Service organizations differ from manufacturing businesses in many important respects and require a distinctive approach to marketing strategy development and execution. Some service businesses to be studied include TV and radio stations, hospitals and HMOs, hotels, theaters, music groups, and airlines. Service providers include accountants, lawyers, doctors, and dentists.",Services Marketing 
BIOL,3,3150,"Biology of genomes: functions of genes and their products on a global scale using high throughput approaches, genome organization, transcriptomes and proteomes, genomics and diseases.",Introduction to Genomics 
SLAV,3,3151,"A systematic review coverage of the phonology and grammar of Contemporary Standard Russian with attention to specific topics in the linguistic analysis of the language, especially phonological structure, accentuation, and morphological patterning. Open to upper-division students requiring a very intensive introduction to Russian, as well as to students in Linguistics or Slavic Studies looking to see what makes the language ""tick.""",The Structure of Modern Russian 
EDUC,1,3152,A one-day-a-week practicum for Lynch School sophomores and juniors majoring in elementary and secondary education. Placements are made in selected schools in the Greater Boston area. Apply to the Office of Practicum Experiences & Teacher Induction during the semester preceding the placement by April 15 for fall placements and December 1 for spring placements.,Pre-Practicum II 
EDUC,1,3153,A one-day-a-week practicum for Lynch School sophomores and juniors majoring in elementary and secondary education. Placements are made in selected schools in the Greater Boston area. Apply to the Office of Practicum Experiences & Teacher Induction during the semester preceding the placement by April 15 for fall placements and December 1 for spring placements.,Pre-Practicum III 
EDUC,1,3154,"A one-day-a-week practicum for Lynch School juniors who study abroad for one semester majoring in early childhood, elementary, and secondary education.  Placements are made in selected school and teaching-related sites.  Apply to the Office of Practicum Experiences & Teacher Induction during the semester preceding the placement by May 1 for fall placements and December 1 for spring placements.",International Pre-Practicum for LSOE Students 
MKTG,3,3156,"Today's most successful companies interest and engage customers like never before by orchestrating a symphony of innovative digital marketing instruments. The transformation of the marketplace has forced businesses to adapt quickly and frequently to a dynamic digital environment. In this course you'll learn how the best companies leverage new tools and integrated strategies including lean startup & MVP, inbound and outbound marketing, omnichannel earned/owned/paid media, crowdsourcing, social media, mobile and demand generation via automated platforms to build new products, delight their customers, and launch successful new companies and brands.",Special Topics:Launching Digital Marketing 
MKTG,3,3157,"Two fundamentals of business: someone must get the goods and services out the door, and someone must get the cash to come in the door. Sales is the function that does the latter.  It, and its management, will be covered in this course. We will study the art of persuasion, modern day Rhetoric in actual practice. The discipline will be addressed biologically. We will dissect real industry practitioners when they visit class, and actual sales calls in the field as a research paper. Upon course completion, students will have a complete understanding of both the selling and sales management process.",Professional Selling and Sales Management 
MKTG,3,3158,"With the growing concern over the success rate of new products, an intense effort is being employed by marketers to establish more effective new product development and management strategies. Using lectures and case studies, this course will focus on the process of conceiving new products, developing an effective organization, and designing and implementing effective marketing strategies and policies over the course of the product life cycle. Class material will provide the student with insight into new product development across a wide variety of industries.",Product Planning and Strategy 
ISYS,3,3161,"A fundamental shift has occurred in marketing from managing and marketing products to understanding and managing customers. This necessitates an understanding of the customer management process and the ability to develop and grow profitable customer relationships. In this course, students will learn the critical tools needed for successful customer management. It teaches strategic and analytic skills relating to customer selection and acquisition, customer management, customer retention, and customer lifetime value. As firms seek to make their marketing investments financially accountable, it also provides students with an understanding of the link between marketing and finance.",Customer Relationship Management 
MKTG,3,3161,"A fundamental shift has occurred in marketing from managing and marketing products to understanding and managing customers. This necessitates an understanding of the customer management process and the ability to develop and grow profitable customer relationships. In this course, students will learn the critical tools needed for successful customer management. It teaches strategic and analytic skills relating to customer selection and acquisition, customer management, customer retention, and customer lifetime value. As firms seek to make their marketing investments financially accountable, it also provides students with an understanding of the link between marketing and finance.",Customer Relationship Management 
OPER,3,3161,"A fundamental shift has occurred in marketing from managing and marketing products to understanding and managing customers. This necessitates an understanding of the customer management process and the ability to develop and grow profitable customer relationships. In this course, students will learn the critical tools needed for successful customer management. It teaches strategic and analytic skills relating to customer selection and acquisition, customer management, customer retention, and customer lifetime value. As firms seek to make their marketing investments financially accountable, it also provides students with an understanding of the link between marketing and finance.",Customer Relationship Management 
SLAV,3,3162,"A close examination of exemplary stories and of two plays by Anton Chekhov.  Special attention to questions of structure and aesthetics, historical, religious and socio-political contexts, as well as to Chekhov's place at the crossroads of realism and modernism and Chekhov's influene on Anglo-American culture.",Chekhov 
NELC,3,3163,"The specialized structure and vocabulary of newspaper Arabic, beginning with the analysis of headlines and telegraphic language and messaging, and continuing into video, radio, film, and web-based content.",Newspaper and Media Arabic 
THEO,3,3164,"Religion is often regarded as the cause of conflict, aggression, and massive social evil. This course examines ways in which religion has contributed to resisting evil, preventing violence, and contributing to healing and reconciliation after large scale social violence.",The Challenge of Peace 
EALC,3,3165,"Representations of gender and sexuality in traditional Chinese stories of marvels and anomalies as ways to construct notions of individual selfhood, family, society, state, and the cosmos.  
Normative gender roles, yin-yang symbolism, ideal femininity and masculinity, the family and polygamy, and cultural conceptions of sexuality and the human body.  
Special attention to textual representations of cross-dressing, sex change, madness, demonic possession, ghostly haunting, shamanic ecstasy, were-tigers and other shape-shifting animals as embodiments of transgressive desires and artistic disruptions of gendered social order.",Gender and Sexuality in Traditional Chinese Strange Tales 
EALC,3,3166,"The history of classical Chinese literature from the earliest times to the end of the imperial period in 1911. 
English translations of major literary classics such as Book of Songs, Encountering Sorrow, Zhuangzi, Daodejing, Records of History, early and medieval records of anomalies, Tang dynasty poetry and short stories, Song dynasty song lyrics, Yuan drama, and Ming-Qing novels.  
Special emphasis placed on acquiring analytical skills and critical perspectives in literary criticism through close reading of texts and in their philosophical, religious, and historical contexts.",Classical Chinese Literature 
MKTG,3,3168,"As more and more firms expand their marketing efforts into global markets, it is increasingly important for them to develop skills in the evaluation of the risks and opportunities based on a genuine knowledge of foreign cultures and business practices. The international marketer needs to understand how the people in different countries respond to marketing efforts. The main objective of this course is to provide students with a basic understanding of the international marketing environment and the critical elements involved in entering and competing effectively in selected foreign markets.",International Marketing 
MKTG,3,3170,"Charting a Go-to-Market strategy is core to the launch of any new business.  This course introduces students to a sequence of processes needed to move from the idea for a new business through the launch of that business.  Students will work in teams on a real-world problem and formulate potential ideas, analyze the market and competition, research and evaluate potential customer segments, define a compelling value proposition, design a go-to-market model, and create a pitch to potential investors with their go-to-market strategies.",Entrepreneurial Marketing in a Digital World 
MKTG,3,3172,"This course is designed to assist future marketing practitioners with the development of their ethical decision-making skills and the application of creative thinking in the formulation of alternative courses of action in difficult ethical situations. In the ethics area, the course begins by reviewing the traditional foundations of ethical reasoning followed by more intensive study of selected current theories and relevant readings in the areas of business and marketing ethics. Against this background, the course focuses on cases and readings involving ethical problems in marketing.",Marketing Ethics and Creative Thinking 
MKTG,3,3174,"Business leaders are increasingly being called upon to co-create business and social value.  This requires marketers to look beyond traditional approaches to identify opportunities to promote social good.  In this course students will develop a keen understanding of how marketing can effect social change.  It will examine a variety of social causes and cover programs implemented by both for-profit and non-profit organizations.  The course will also explore analytical concepts and techniques relevant for evaluating these programs.  Through lectures and case discussions we will examine best practices in the areas of social marketing, cause-related marketing and corporate social responsibility.",Special Topics: Social Change Marketing 
ENGL,3,3175,"Gangsters. Gunslingers. G-Men.  Why do these figures of crimeand, in turn, the policing of crimeso dominate the popular American imagination? And why do crime genresnoir mystery, prison melodrama, westerns, revenge narratives, police proceduralspopulate American fiction and classic film alike?  Finally, what do these stories of crime tell us about actual criminality, about corrupt cops and cities, or about how criminals and victims feel and act? This course focuses on the dominant crime genres in modern American literature and film, traveling through key figures of each: Hammett, Hitchcock, Highsmith, to name just a few.",American Crime in Literature and Film 
MKTG,3,3176,"Most important decisions made by marketing executives involve aspects of strategic marketing planning.  In this course students will learn key aspects of marketing planning and marketing strategy development and execution. They will be required to develop and implement a marketing plan for a large business enterprise, which will include: 1) establishing objectives based on anticipated environmental conditions and existing organizational constraints, 2) conducting critical analysis to determine appropriate strategic directions, and 3) developing a marketing strategy to achieve these objectives.  Students will study successful marketing plan implementations through specific case studies and lecture.  Class is limited to 19 students.",Special Topics:Marketing Planning 
MKTG,3,3177,"This course includes a hands-on exercise in writing a paper for publication on a behavioral science, management, or marketing-related topic.  Hands-on is the guiding principle in the course. You will learn how to formulate a publishable issue, state a relevant theory, search and find relevant literature to read and cite, gather appropriate data, analyze data, visualize findings, write concisely, edit/revise your paper, submit your paper to a journal/book editor, and revise your paper as requested by the editor.  You will gain hands-on experience as well as actually submitting a paper for publication by week twelve of the course.",Special Topics: Craft Publishable Behavioral Sciences 
BIOL,4,3190,"Classic and modern genetics: transmission genetics, genotype-phenotype relationships, genetic variation, genetic mapping, population genetics, genomic concepts, genomic aspects of genetic methods.",Genetics and Genomics 
HIST,3,3199,"This course is about the pursuit of the mundane, the personal, and the micro-level in order to reveal the political, the collective, and the macro-level. Students will use personal narratives (diaries, letters, interviews) to reconstruct individual lives of regular people and see these lives as windows onto larger phenomena in history.  In other words, this is an exercise in social biography.  A social biography is not about the lives and works of great men, but about how the life experience of a regular person is both symptomatic and constitutive of the society at large.",Study and Writing of History: Social Biography 
ENGL,3,3200,"This course will use contemporary literature to explore how the body shapes identity in contexts including illness, obesity, poverty, disability, pregnancy and aging.  Literary texts may include fiction by Margaret Atwood, Rebecca Brown, Lorrie Moore and Jhumpa Lahiri, poetry by Mark Doty and Sharon Olds, and prose by Anatole Broyard, Sherwin Nuland and Atul Gawande.  We will also explore portrayals of the body in film, photography and American popular culture.  Although this class is open to all students, it may be of special interest to those considering careers in medicine or social work.",The Body in Sickness and Health 
THEO,3,3201,"This course inquires into the meaning of the person and mission of Jesus of Nazareth, the Messiah or Christ of God. The course seeks (1) to probe and to clarify those key issues that emerge in the Churchs centuries-long response to the question, who was/is Jesus Christ? and (2) to explore what concretely is at stake in following Jesus or in being his disciple. The first aim of the course requires a consideration of proper theological mattersdivine and human natures, the salvific meaning of the ministry, death, and resurrection of Jesus; the second explores the invitation of the gospel to follow the way Jesus teachesa way of compassionate solidarity and active commitment to the poor, abused, homeless, and excluded.",The Meaning and Way of Jesus 
ADEC,3,3202,"Course analyzes national income determination and macroeconomic government policies. Emphasis on Keynesian theories of national product and its components, national income and employment, liquidity demand, and the money supply process. Looks at how the new economy impacts traditional economic theory.",Macroeconomic Theory 
EDUC,3,3203,This course is organized in such a way as to enable us address and discuss the dialectics of freedom hidden under the process of education. The class investigates a number of conflicting positions about freedom in education and explores philosophical resources to help us to understand the nature of these issues more fully. A list of movies which students are recommended to watch before class will help them to find out and discuss the hottest philosophical topics pertaining to freedom in educational frameworks.,Philosophy of Education 
PHIL,3,3203,This course is organized in such a way as to enable us address and discuss the dialectics of freedom hidden under the process of education. The class investigates a number of conflicting positions about freedom in education and explores philosophical resources to help us to understand the nature of these issues more fully. A list of movies which students are recommended to watch before class will help them to find out and discuss the hottest philosophical topics pertaining to freedom in educational frameworks.,Philosophy of Education 
ENGL,3,3204,"Capitalizing on Mark Ford's recent collection of poetry that engages with one of the world's great cities, this new course aims to explore, and to enhance pleasure in, poems that span about six centuries of urban experience.  For counterpoint, there will be intermittent forays into the country, with some classical pastoral poems in modern translation and glimpses from the likes of Shakespeare, Wordsworth, Frost, and Elizabeth Bishop.",London: A History in Verse 
MKTG,3,3205,"TechTrek West is a 3-credit, field-study course combining class work the weeks prior to and one week after spring break with a week-long field-study to Silicon Valley. During spring break, students will travel to Silicon Valley to meet with senior executives, entrepreneurs, and venture capitalists in technology industry firms. While focusing on the tech industry, TechTrek is designed to appeal to all majors. Course work and visits will have a managerial focus, highlighting executive, marketing, finance, operations, and R&D functions.",TechTrek West -Undergrad 
ISYS,3,3205,"TechTrek West is a 3-credit, field-study course combining class work the weeks prior to and one week after spring break with a week-long field-study to Silicon Valley. During spring break, students will travel to Silicon Valley to meet with senior executives, entrepreneurs, and venture capitalists in technology industry firms. While focusing on the tech industry, TechTrek is designed to appeal to all majors. Course work and visits will have a managerial focus, highlighting executive, marketing, finance, operations, and R&D functions.",TechTrek West -Undergrad 
LING,3,3206,A descriptive and historical examination of the linguistic features of Old Irish among the Celtic and Indo-European languages; the reading of Early Irish texts.,Old Irish 
LING,3,3208,"The phonological and grammatical properties of Early Slavic, exemplified and reinforced through readings in Old Church Slavonic and Old Russian texts.",Early Slavic Linguistics and Texts 
NURS,3,3210,"This course provides students the opportunity to apply the foundational skills of public health to contemporary public health issues. The course integrates data and research to begin a more in-depth examination of the major burdens of disease and several emerging areas of concern. With a consistent goal of reducing health disparities, the course identifies population-level risk factors as well as evidence-based interventions for health promotion and disease prevention. Principles and concepts learned in Public Health in a Global Society are reinforced through specific health conditions, behaviors, and topics.",Contemporary Issues in Public Health 
ENGL,4,3211,"Digital technology is reinventing how we play and how we study. Its remaking our literature, our classrooms, our universities. It's even reshaping your brain. In this experimental and experiential class, well spend a lot of time discussing ideas; more developing hands-on projects. You become not consumer, but producer of knowledge. By definition multidisciplinary, the course will equip you with tools for learning and living that can expand along a multitude of paths. No need for programming skills. Enthusiasm, creativity, and delight in collaboration, however, will be at a premium. Bring your imagination.",Literature Wired: The Digital Humanities 
AADS,3,3213,"This course examines the origins of this nefarious trade with particular emphasis on the trans-Atlantic slave trade that began in the sixteenth century. Topics include the economic, political, and moral dimensions of the trade, including ways in which slaves were obtained in Africa, their transport to the New World, the slave systems that were established there, and the campaign to end the trade in African slaves. The African slave trade is an excellent introduction to the changing geography, economics, and ideas of the modern world.",African Slave Trade 
ISYS,3,3215,"Sometimes referred to as TechTrek Ghana, this is a competitively admitted, interdisciplinary course that combines classroom learning examining trends in technology in emerging markets with a week-long filed study to Accra, Ghana. The class will study how technology is fostering growth and entrepreneurship in the developing world, as well as the challenges for those wishing to harness the promise of these advances. The classroom component will include lecture, seminar-style learning, and lectures from visiting experts, and is held the second half of the spring semester. The field study is planned for the third week in May, following spring exams. The course is open as an elective to all Boston College undergraduate students, and should have broad appeal to students studying technology, as well as those students interested in international business, economics, and global development.",Special Topics:Technology and Economic Development 
ENGL,3,3219,"This course is an introduction to some aspects of the emerging field of Visual Culture. Among the areas we may explore are painting, photography, installation and performance art, texts incorporating word and image, public art, advertising, architecture. We will study how images are used both to impose and to subvert dominant constructions of race, class, gender and sexuality. We will be exploring these issues across a range of disciplines: In philosophy, history, literature, aesthetics, psychoanalysis, anthropology, sociology.",Reading Visual Culture 
MUSA,3,3220,"In this course we will look at how text and music combine to relate a drama, concentrating on five representative masters of the seventeenth through nineteenth centuries--Monteverdi, Handel, Mozart, Verdi, and Wagner. This course will take excursions into other works--the operas created for the court of Louis XIV, the vocal pyrotechnics of the Italian golden age of singing, the spectacle of French grand opera, and the operatic qualities of the modern Broadway musical.",Opera 
EALC,3,3221,"The development of active skills in modern Japanese to beyond a high-intermediate level of proficiency in reading, writing, listening, and speaking, with an emphasis on grammar, phrases, and sentence patterns.",Third-Year Japanese I 
THEO,3,3222,"Will primarily stress Catholic and Protestant theological approaches to death and dying, infertility therapies, abortion, genetics, health care reform, and AIDS in a social justice context. Feminist and intercultural perspectives will be included.",Bioethics and Social Justice 
HIST,3,3224,"The purpose of the course is to introduce students to the practice of history through intensive reading and writing about witchcraft, magic and heresy in sixteenth and seventeenth-century Europe. Over this two hundred year period thousands of trials were conducted in church and secular courts for practices labeled sorcery, superstition, and heresy. At the same time, hundreds of published works on demonology by theologians, lawyers, and rulers portrayed in detail the many offenses against God and humanity committed by Satan and his human collaborators, the witches. Reading for the course will be chosen from primary sources (trial records, pamphlet literature, demonology, theology) and historians' interpretations. After a few weeks of common reading, students will work on individual projects.","Study and Writing of History: Witchcraft and Magic, c.1400-1700 "
MUSA,3,3225,"In this course, we will trace the evolution of the string quartet from its creation in the Classical period up to the Modern era. Special attention will be paid to the influence of history on musical style. Our examination will include five masters of the form: Haydn, Mozart, Beethoven, Bartk and Shostakovich.",String Quartet 
MUSA,3,3226,"A chronological examination of acknowledged masterpieces and lesser known works of the Western choral repertory in such genres as the Mass, motet, madrigal, oratorio, chorale, cantata, choral symphony, part songs, villancico, modern a capella music, and spirituals, among others. In addition to studying examples of each genre, we will look at the historical, social, and cultural contexts of this music and its performance.",Masterworks of Choral Music 
MUSA,3,3227,"This course will show how composer/performers have explored and exploited the expressive possibilities inherent in three keyboard instruments (harpsichord, clavichord, and piano music for organ is not included). Students should come away with an understanding of the main differences in the construction and sonic possibilities of these three instruments, the change of musical styles and forms over a four hundred year period (from the Baroque through today), and specific knowledge of the masterpieces of keyboard music by some of the great keyboard composer/performers. Some previous acquaintance with the keyboard is recommended but not required.",Keyboard Music 
ENGL,3,3230,"This course will examine the possibility of using literature as a force of social change in the twentieth century.  We will explore the way in which literary worlds reflect, transform or revise contemporary attitudes towards topics such as racial violence in America, poverty and work, violence against women and domestic abuse.  We will examine works that self-consciously assume the task of depicting specific social conditions, but our focus will not be limited to those works.",Literature and Social Change 
LING,3,3234,"How to read Gothic texts.  
The grammatical and linguistic features of Gothic, the earliest Germanic literary language (4th-6th century AD); the place of Gothic among the Germanic and Indo-European languages; the analysis of Gothic texts, beginning with an inductive reading from Ulfilas Bible.
Some previous study of linguistics or of an inflected language such as German or Latin will be helpful, although not necessary.",Gothic 
ENGL,3,3235,"This course will examine writing by 21st-century writers who have immigrated to the US, along with narratives about immigrant communities.  We will think in layered ways about questions of diaspora, exile, choice, homeland, and identity.  We will probe what it means for many of these authors to be writing in their second language and consider the narrative strategies and formal choices that characterize these stories of crossings.  Texts by Edwidge Danticat, Junot Diaz, Anne Fadiman, Eva Hoffman, Dinaw Mengestu, Gary Shteyngart, Andr Aciman. Edwidge Danticat will visit campus.  Students will attend two of her events outside of class.",Second Voices: 21st Century American Immigrant Writing 
ADCO,3,3240,"Public Relations is a vital and versatile communication tool. Course explores the techniques and media used to influence special publics including the news media. Reviews the principles and practices of on-line communication, how electronic media differs from traditional media, reaching new audiences, advantages and limitations. Focuses on non-profit public relations, corporate problems and the relationship between management strategies and promotional objectives.",Public Relations 
NURS,3,3242,"This course builds on the concepts learned in previous courses including adult health and pharmacology and expands the knowledge base for planning and implementing care of adults with acute health problems and acute exacerbations of chronic health problems.  Clinical case studies of acute care emergencies are used to discuss clinical judgment.  Emphasis is placed on the selection of evidence-based interventions, evaluation of interventions, and use of evaluative data in refining a plan of care for the adult patient.  Discussions focus on the role of the primary nurse in the acute care setting including collaboration, discharge planning and health teaching.",Adult Health Nursing Theory II 
APSY,3,3243,"The purpose of this course is to learn about the major counseling theories including basic concepts, advantages and limitations, techniques, and the counseling process. There is also a focus on personal exploration aimed at helping students adopt their own personal theory of counseling. Issues of multiculturalism and client diversity will be integrated into all course content.",Counseling Theories 
THEO,3,3244,"The history of Christian spirituality is a history of interactions between the life of the triune God and the lives of human beings. In this course, we will examine the conversion stories, ascetical practices, prayerful devotions, mystical encounters, and works of mercy and justice that have shaped Christian spirituality throughout the ages. The question will be how these interactions between divine and human life have enabled many Christian saints and witnesses to confront the sins, sufferings, and deaths of this fallen world in conformity with Christ.",Classics of Christian Spiritualty 
NURS,3,3245,"Application of childbearing theory to the diagnoses, interventions, and outcomes for the care of families in structured clinical settings. Focus is on prenatal, perinatal, and post-natal activities. Students work collaboratively with the multidisciplinary team in applying evidenced-based practice derived from current multidisciplinary research to the childbearing family. Supervised by nursing faculty, the students are mentored to extend their skills in critical thinking and clinical judgment to meet the physical, psychosocial, cultural and spiritual needs of their clients and families. Emphasis will be placed on QSEN, AACN Essentials for baccalaureate education, AWHONN and ACOG standards of care.",Clinical Laboratory of Childbearing Theory 
ENGL,3,3246,"A city of stupendous contradictions, London is as much home to grand traditions and manners as it is to the most irreverent and brazen of youth and working class cultures. Besides the fascinating spectrum of class relations secured by the monarchy, London is also one of the most diverse cities in the world where migrants from former colonies of the empire have put down deep roots thereby redefining the meaning of being British in relation to being English. Taking up the living history of its grand imperial past, this course samples contemporary Londons vibrant cosmopolitanism through art, literature, food, neighborhoods, and communities.  We shall discover a globalized London that holds unusual secrets and overlooked treasures in places off the beaten track, or sometimes hidden in plain sight.",Cosmopolitan London: Communities and their Stories 
APSY,3,3248,"This course examines biological, social, and psychological factors that interact in contributing to men's and women's gender roles. Within the social domain, particular attention will be given to how culture affects the social construction of gender, and how factors such as racism and homophobia interact with societally prescribed norms for men and women. The second half of the class will focus on the effects of gender roles on mental and physical health, social problems like aggression, and issues in education, work, and relationships including family life.",Gender Roles 
NELC,3,3251,"An analysis of the major linguistic features of Modern Persian (Farsi): sound system, grammatical structure, syntax, and properties of discourse. 
Prior study of Farsi not required.",Linguistic Structure of Modern Persian 
LING,3,3251,"Students will obtain a thorough introduction to Old Babylonian Akkadian, its graphic system, phonology, morphology and syntax. Text selections for primary consideration will include Hammurapis Laws and Enuma Elish (the Babylonian Epic of Creation).",Akkadian: Old Babylonian 
ISYS,3,3253,"Electronic commerce lies at the forefront of modern marketing and strategic management, altering the competitive landscape for large and small corporations alike. The Internet and new media are reshaping industries, creating new opportunities, and challenging existing commercial models and relationships. Managers will need to understand the underpinnings of electronic commerce in order to make informed decisions about the future their firms and industries. Using a managerial perspective, this course focuses on key issues related to e-commerce industry, including strategy development, competitive advantage, current and emerging technologies, pricing, distribution channels, promotion, and advertising.",Digital Commerce 
MKTG,3,3253,"Electronic commerce lies at the forefront of modern marketing and strategic management, altering the competitive landscape for large and small corporations alike. The Internet and new media are reshaping industries, creating new opportunities, and challenging existing commercial models and relationships. Managers will need to understand the underpinnings of electronic commerce in order to make informed decisions about the future their firms and industries. Using a managerial perspective, this course focuses on key issues related to e-commerce industry, including strategy development, competitive advantage, current and emerging technologies, pricing, distribution channels, promotion, and advertising.",Digital Commerce 
OPER,3,3253,"Electronic commerce lies at the forefront of modern marketing and strategic management, altering the competitive landscape for large and small corporations alike. The Internet and new media are reshaping industries, creating new opportunities, and challenging existing commercial models and relationships. Managers will need to understand the underpinnings of electronic commerce in order to make informed decisions about the future their firms and industries. Using a managerial perspective, this course focuses on key issues related to e-commerce industry, including strategy development, competitive advantage, current and emerging technologies, pricing, distribution channels, promotion, and advertising.",Digital Commerce 
