category,dates,description,title,avail seats,section,section status,days,times,credits,requires consent,instructor,room
Communications,01/18/2017 - 05/03/2017," 4 sem. hrs. Prereq.: COMM 122 and 260. Builds upon skills and techniques learned in journalism and other writing courses. Challenges students to think, to see stories in their fullness, and to become involved in their own writing. Teaches a narrative style that encourages critical thinking and engages writers, giving them the foundation to put more human aspects into their stories. Includes class discussion and critique of student work. Corcoran, Connell. ", COMM 310 - Feature Writing ,16,01,Open,Wednesday,11:00AM-01:50PM,4.00,No,TBA,N/A
Communications,01/24/2017 - 05/02/2017, , COMM 323 - Digital Cultures: Communication & Social Media ,0,01,Clsd,Tuesday,06:00PM-08:50PM,4.00,No,Laura Marie Nelson,N/A
Communications,01/24/2017 - 05/02/2017," 4 sem. hrs. Prereq.: COMM 186 and 281. Surveys public relations methods, research, theories, practices, and campaigns. Discusses the ethics and values of public relations as a profession. Includes case study analysis. Fine. ", COMM 325 - Public Relations Seminar ,15,01,Open,Tuesday,03:00PM-05:50PM,4.00,No,Jo O'Connor,N/A
Communications,01/23/2017 - 05/08/2017," 4 sem. hrs. Prereq.: COMM 286. Concentrates primarily on creating radio spots, magazine layouts, and television storyboards. Elements of effective advertising are considered, such as drawing attention to the ad, motivating the reader, and building a portfolio through writing and revision. Students provide feedback in a focus group-like setting. Staff. ", COMM 326 - Nat'l Student Advertising Comp ,30,01,Open,Monday,04:30PM-07:20PM,4.00,No,Jo O'Connor,N/A
Communications,01/23/2017 - 05/08/2017," 4 sem. hrs. Prereq.: COMM 240 and 248 or consent of the instructor. Increases understanding of the designer's role as problem solver and professional design consultant. Provides opportunity to create new portfolio-quality work and explore development of a personal style. Projects include: a personal identity system with professional level rsum and cover letter, prototyping a complex multipage publication with text and images, a webzine or website, and a branding system. Aronson. ", COMM 340 - Advanced Design ,10,01,Open,Monday,11:00AM-02:50PM,4.00,No,Judith L. Aronson,N/A
Communications,01/19/2017 - 05/04/2017, , COMM 344 - Senior Seminar: Storytelling ,9,01,Open,Thursday,03:00PM-05:50PM,4.00,No,Rachel Gans-Boriskin,N/A
Communications,01/18/2017 - 05/08/2017, , COMM 349 - Directed Study ,19,01,Open,N/A,N/A,4.00,No,Judith L. Aronson,N/A
Communications,01/18/2017 - 05/08/2017, 4 sem. hrs. Prereq.: Consent of the department chair. Staff. , COMM 350 - Independent Study ,15,03,Open,N/A,N/A,4.00,Yes,Ellen Grabiner,N/A
Communications,01/24/2017 - 05/02/2017," 4-8 sem. hrs. Prereq.: Junior or senior standing, declared major in communications, consent of the instructor, and application filed by Oct. 15 for spring semester or March 15 for summer or fall semesters. Students develop a personal marketing plan, including resume, cover letter, portfolio, LinkedIn profile, etc. Students practice job sourcing and interviewing and hear from recent grads and professionals in the communications field. Weekly blog required. NOTE: Contact department chair for special consent for 16- semester-hour internships. Senior standing required for eight semester hours. Porter. ", COMM 370 - Internship ,13,01,Open,Tuesday,11:00AM-12:20PM,4.00,Yes,Andrew Porter,N/A
Communications,01/19/2017 - 05/04/2017," 4 sem. hrs. An eight to 10 hours-per-week field placement in the Greater Boston area, based on the student's background and interests, available to students who have already completed COMM 370. Students must apply before October 15 for spring semester; March 15 for summer or fall semester. Students take what they learned in Comm370 and work in class on scheduling information interviews and applying for jobs. Porter. ", COMM 380 - Field Experience ,12,01,Open,Thursday,11:00AM-12:20PM,4.00,Yes,Andrew Porter,N/A
Communications,01/23/2017 - 05/08/2017," 4 sem. hrs. Prereq: Completion of the communications department core and track requirements or consent of the instructor. Provides a faculty-supervised workplace where students undertake projects for nonprofit clients while working as collaborative teams. Requires analyzing client communications needs and providing optimal solutions on budget and deadline. Integrates relevant issues of agency/client relationships, vendor relations, and project management. Grabiner, Porter, Richland. ", COMM 390 - Studio 5: a Communication Workplace ,8,01,Open,Monday,04:30PM-07:20PM,4.00,No,"Andrew Porter, Briana L. Martino",N/A
Cross-Registration,01/18/2017 - 05/08/2017, , CR 101 - Colleges of the Fenway ,24,05,Open,N/A,N/A,4.00,Yes,TBA,N/A
Computer Science,01/18/2017 - 05/08/2017, , CS 110 - Foundations of Information Technology ,10,01,Open,"Monday, Wednesday, Friday",10:00AM-10:50AM,4.00,No,Amber Christine Stubbs,N/A
Computer Science,01/20/2017 - 05/05/2017, ," CS 110L - Foundations of Information Tech, Lab ",11,01,Open,Friday,11:00AM-12:20PM,0.00,No,Amber Christine Stubbs,N/A
Computer Science,01/19/2017 - 05/02/2017," 4 sem. hrs. Prereq.: CS 112. Continues CS 112, with emphasis on graphic user interface and event-driven programming (currently Java). Requires significant projects. Veilleux, Tis. ", CS 113 - GUI and Event Driven Programming ,0,01,Clsd,"Tuesday, Thursday",09:30AM-10:50AM,4.00,No,Bruce P. Tis,N/A
Computer Science,01/18/2017 - 05/03/2017, , CS 113L - GUI & Event Driven Programming Lab ,2,01,Open,Wednesday,11:00AM-12:20PM,0.00,No,Bruce P. Tis,N/A
Computer Science,01/19/2017 - 05/02/2017," 4 sem. hrs. Prereq.: CS 227. Addresses the need for authentication, confidentiality, and integrity of data in a networked environment. Examines the services and mechanisms currently available to prevent successful attacks. Includes security models, encryption, digital signatures and certificates, authentication techniques, email confidentiality, firewalls, web servers, malware, and security management strategies. Tis. ", CS 327 - Security Iss Network Envir ,5,01,Clsd,"Tuesday, Thursday",03:00PM-04:20PM,4.00,No,Bruce P. Tis,N/A
Computer Science,01/18/2017 - 05/03/2017, , CS 327L - Security Iss. Net. Env. Lab ,5,01,Open,Wednesday,12:30PM-01:50PM,0.00,No,Bruce P. Tis,N/A
Computer Science,01/19/2017 - 05/01/2017," 4 sem. hrs. Prereq.: CS 232, CS 226 or consent of instructor. Provides a comparison of computer languages and language paradigms (object-oriented, procedural, functional, event-driven) with respect to data structures, control structures, and implementation. Investigates these issues in several languages (currently JAVA, C++, Perl, Ruby, and Scheme). Presents formal language specification including regular, context-free, and ambiguous languages. Veilleux. ", CS 330 - Structure & Org Program Lang ,7,01,Open,"Monday, Thursday",04:30PM-05:50PM,4.00,No,TBA,N/A
Computer Science,01/23/2017 - 05/08/2017, , CS 330L - Programming Languages Lab ,7,01,Open,Monday,06:00PM-07:20PM,0.00,No,TBA,N/A
Computer Science,01/19/2017 - 05/01/2017," 4 sem. hrs. Prereq.: CS 112. Offers comprehensive examination of the design and implementation of relational database management systems (DBMS). Teaches the logical organization of databases, E_R design, normalization and use of SQL for data description and retrieval, including triggers and stored procedures; concurrency and security issues and typical solutions. Includes a major project building web interfaces to databases using PHP and MySQL. Introduction to No_SQL solutions. Menzin, Veilleux, Tis. ", CS 333 - Database Management Systems ,3,01,Open,"Monday, Thursday",04:30PM-05:50PM,4.00,No,TBA,N/A
Computer Science,01/19/2017 - 05/04/2017, , CS 333L - Data Base Mgmt Systems Lab ,3,01,Open,Thursday,06:00PM-07:20PM,0.00,No,TBA,N/A
Computer Science,01/24/2017 - 05/09/2017," 4 sem. hrs. Prereq.: One of MGMT 110, CS 333 and IT 101 or CS 112. Not offered in 2012-2014.] Teaches the strategies used in designing a complex computer-based application system: identifying stakeholders, gathering information, writing requirements, analyzing for technical and financial feasibility, setting priorities, planning and managing projects, and designing for usability. Includes extensive use of cases and UML for in depth examples. Involves team projects. Menzin. ", CS 343 - Systems Analysis & Design ,17,01,Open,Tuesday,11:00AM-01:50PM,4.00,No,Gerald Benoit,N/A
Computer Science,01/18/2017 - 05/08/2017, , CS 346 - Data Mining ,8,01,Open,"Monday, Wednesday, Friday",09:00AM-09:50AM,4.00,No,Nanette Veilleux,N/A
Computer Science,01/18/2017 - 05/08/2017," 4 sem. hrs. Prereq.: Consent of the instructor. Directed study addresses coursework required for the major or degree not being offered formally that semester. Students work under the close supervision of a faculty member. Consent is required for a directed study, which does not count toward the independent learning requirement. Staff. ", CS 349 - Directed Study ,13,02,Open,N/A,N/A,4.00,Yes,Nanette Veilleux,N/A
Computer Science,01/18/2017 - 05/08/2017," 4 sem. hrs. Prereq.: Consent of the instructor. Requires a written proposal, regular meetings with faculty advisor, a final presentation, and a written report. Staff. ", CS 350 - Independent Study ,17,01,Open,N/A,N/A,4.00,Yes,Amber Christine Stubbs,N/A
Computer Science,01/18/2017 - 05/08/2017, 4 or 8 sem. hrs. Prereq.: Junior or senior standing and consent of the department. Staff. , CS 370 - Internship ,18,01,Open,N/A,N/A,4.00,Yes,Nanette Veilleux,N/A
Computer Science,01/19/2017 - 05/02/2017," Continues the work done in CS 112, with emphasis on graphic user interface and event-driven programming (currently Java). Requires significant projects. Veilleux, Tis. ", CS 413 - GUI and Event Driven Programming ,25,01,Clsd,"Tuesday, Thursday",09:30AM-10:50AM,4.00,No,Bruce P. Tis,N/A
Doctorate of ABA,01/19/2017 - 05/04/2017," In this course students will study the philosophy of verbal behavior and the application of Skinner?s principles. Particular emphasis will be placed on the application of the science of behavior analysis to teaching verbal behavior. The primary verbal operants, which are most often initially discussed in relation to teaching language, are echoics, mands, tacts, and intraverbals. Within this course we will explain the functions of these operants and how they may be taught. Within this course we will also teach establishing operation and how they relate to teaching language. All readings will be complimented by a study of Skinner?s seminal book Verbal behavior. ", DABA 610 - Verbal Behavior ,20,01,Open,Thursday,06:00PM-09:30PM,4.00,No,Philip N. Chase,N/A
Doctorate of ABA,01/18/2017 - 05/03/2017, , DABA 616 - Behavioral Consultations in Schools ,20,01,Open,Wednesday,06:00PM-09:30PM,4.00,No,TBA,N/A
Doctor of Philosophy in Educ.,01/23/2017 - 05/08/2017, , DEDU 652 - Applied Statistical Analysis II ,19,01,Open,Monday,06:00PM-08:50PM,4.00,No,David Morgan,N/A
Doctor of Philosophy in Educ.,01/18/2017 - 05/03/2017," Quantitative research focuses on designing research studies that measure and quantify the relationships between variables. The course will consider sample size, quantitative methodologies and design possibilities, replication, and reliability. ", DEDU 654 - Quantitative Research ,19,01,Open,Wednesday,06:00PM-08:50PM,4.00,No,Susan M. Duty,N/A
Doctor of Philosophy in Educ.,01/24/2017 - 05/02/2017, , DEDU 655 - Diversity in Education ,18,01,Open,Tuesday,06:00PM-08:50PM,4.00,No,Becky Thompson,N/A
Doctor of Philosophy in Educ.,01/19/2017 - 05/04/2017, , DEDU 670 - Dissertation Seminar ,19,01,Open,Thursday,06:00PM-08:50PM,2.00,No,TBA,N/A
Doctor of Philosophy in Educ.,01/18/2017 - 05/08/2017, , DEDU 690 - Dissertation ,20,03,Open,N/A,N/A,2.00,Yes,Susan M. Duty,N/A
Doctor of Philosophy in Educ.,01/18/2017 - 05/08/2017, , DEDU 699 - Dissertation Extension ,20,03,Open,N/A,N/A,0.00,No,Susan M. Duty,N/A
Doctor of Physical Therapy,01/19/2017 - 05/04/2017, , DPT 613 - Professional Seminar ,21,01,Open,Thursday,03:00PM-03:50PM,1.00,No,"Alia Grace Sullivan, Elizabeth Murphy, James Huddleston",N/A
Doctor of Physical Therapy,01/20/2017 - 05/05/2017, , DPT 623 - Movement Science 2 ,21,01,Open,Friday,08:00AM-09:50AM,3.00,No,Joanne Rivard (Malerba),N/A
Doctor of Physical Therapy,01/20/2017 - 05/05/2017, , DPT 623L - Movement Science 2 Lab ,21,01,Open,Friday,10:30AM-12:20PM,0.00,No,Joanne Rivard (Malerba),N/A
Doctor of Physical Therapy,01/18/2017 - 05/03/2017, , DPT 633 - Concepts and Skills in PT 2 ,21,01,Open,Wednesday,08:00AM-09:50AM,3.00,No,Joanne Rivard (Malerba),N/A
Doctor of Physical Therapy,01/18/2017 - 05/03/2017, , DPT 633L - Concepts & Skills in PT 2 Lab ,21,01,Open,Wednesday,10:30AM-12:20PM,0.00,No,Joanne Rivard (Malerba),N/A
Doctor of Physical Therapy,01/23/2017 - 05/08/2017, , DPT 653 - Evidence Based Practice 2 ,21,01,Open,Monday,03:00PM-04:50PM,2.00,No,Amitabh Dashottar,N/A
Doctor of Physical Therapy,01/23/2017 - 05/08/2017, , DPT 673 - Frameworks of Pt: Musc/Skel 2 ,21,01,Open,Monday Monday,08:00AM-09:50AM 10:30AM-12:20PM,7.00,No,"W. Justin Jones, Justin Beebe",N/A N/A
Economics,01/19/2017 - 05/04/2017," 4 sem. hrs. Addresses debates about whether market capitalism provides the best institutional context for organizing the production, distribution, and consumption of goods and services. Considers consumer and business behavior under various competitive conditions. Assesses the appropriate role for government policy in improving performance of market capitalism. Staff. ", ECON 100 - Principles of Microeconomics ,26,02,Open,"Tuesday, Thursday",03:00PM-04:20PM,4.00,No,Carole Biewener,N/A
Economics,01/19/2017 - 05/08/2017," 4 sem. hrs. Provides perspective on the economy as a whole. Examines how interactions among national levels of consumption, saving, investment, trade, and government policy cause inflation, unemployment, and the economy's oscillation between prosperity and recession. Pays close attention to current macroeconomic events, including changes in the Federal Reserve's monetary policy and the fiscal impact of the national budget. Staff. ", ECON 101 - Principles of Macroeconomics ,26,02,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,Niloufer Sohrabji,N/A
Economics,01/20/2017 - 05/05/2017," 4 sem. hrs. Prereq.: ECON 100 and 101. Provides an intermediate study of the evolution of macroeconomic theory, the measurement of key macroeconomic performance variables, and the assumptions, goals, and trade-offs associated with alternative macroeconomic policies. Particular attention is given to the global impacts of domestic fiscal and monetary policy initiatives. Aoki. ", ECON 201 - Intermediate Macroeconomics ,5,01,Open,"Tuesday, Friday",11:00AM-12:20PM,4.00,No,Masato Aoki,N/A
Economics,01/19/2017 - 05/08/2017," 4 sem. hrs. Prereq.: ECON 100 and 101. Introduces students to international monetary theory and policy. Examines the history and political economy of international monetary systems, the behavior of international financial markets, the balance of payments, exchange rates, international debt problems, and the role of the International Monetary Fund. Emphasizes current events throughout the course. Sohrabji. ", ECON 220 - International Monetary Systems ,11,01,Open,"Monday, Thursday",11:00AM-12:20PM,4.00,No,Niloufer Sohrabji,N/A
Economics,01/19/2017 - 05/04/2017," 4 sem. hrs. Prereq.: ECON 100 and 101 or consent of the instructor. Analyzes environmental problems and policies, with emphasis on the difficulties of measuring environmental costs and benefits. Considers pricing incentives vs. direct control approaches to regulating water pollution, air pollution, atmospheric change and acid rain, and the disposal of solid and hazardous wastes. Staff. ", ECON 247 - Environmental Economics ,3,01,Open,"Tuesday, Thursday",03:00PM-04:20PM,4.00,No,Zinnia Mukherjee,N/A
Economics,01/23/2017 - 05/08/2017," Examines (1) how mainstream economic theory has shaped educational reform since the 1980s 'education crisis,' (2) the economic arguments justifying various reform movements, including vouchers, charters, testing, and choice, and (3) the economics of the achievement gap and of education's effects on social mobility, equality of opportunity, and segregation. ", ECON 255 - Political Economy of Education ,3,01,Open,Monday,03:00PM-05:50PM,4.00,No,Masato Aoki,N/A
Economics,01/19/2017 - 05/04/2017," Facts: (1) In 2011 U.S. health expenditures made up 18% of spending on total output (GDP); (2) spending on health care is growing faster than the GDP; (3) health-related costs account for more than a quarter of the government's budget; (4) over 47 million people were uninsured in the U.S. in 2013. 'Health Economics' examines the landscape of health and health care. How healthy are we, how much do we spend on health care, and why do these issues matter to our individual economic success and national economic performance? As health decision-makers, what should we know about health insurance markets, the pharmaceutical industry, and government health programs? How can we evaluate the debate surrounding the Affordable Care Act ('Obamacare')? In particular, how does the ACA affect access to health care, and how will it help control costs? The course will introduce basic economics principles and apply them to these and related questions. ", ECON 290 - Special Topics: Health Economics ,17,01,Open,Thursday,06:00PM-08:50PM,4.00,No,TBA,N/A
Economics,01/18/2017 - 05/08/2017," Prereq.: Consent of the department. Directed study addresses coursework required for the major or degree not being offered formally that semester. Students work under the close supervision of a faculty member. Consent is required for a directed study, which does not count toward the independent learning requirement. Staff. ", ECON 349 - Directed Study ,15,01,Open,N/A,N/A,4.00,Yes,Niloufer Sohrabji,N/A
Economics,01/18/2017 - 05/08/2017, 4 or 8 sem. hrs. Prereq.: Consent of the department. Staff. , ECON 350 - Independent Study ,14,02,Open,N/A,N/A,4.00,Yes,Zinnia Mukherjee,N/A
Economics,01/18/2017 - 05/08/2017, 4-16 sem. hrs. Prereq.: Senior standing and consent of the instructor. Provides students with opportunities for workplace experience and supervised research projects that incorporate economic analysis. Biewener. , ECON 370 - Internship ,11,01,Open,N/A,N/A,4.00,Yes,Carole Biewener,N/A
Education,01/19/2017 - 05/04/2017," 4 sem. hrs. Engages students in a range of issues and ideas that are part of the American educational scene, including schools as social organizations, special education, the role of technology in teaching, standardized testing, the philosophy and history of education, and the search for instructional excellence and equity in education. Requires fieldwork and computer use. Oakes, Cunnion, Bettencourt. ", EDUC 156 - Schools in an Era of Change ,15,01,Open,Thursday,11:00AM-01:50PM,4.00,No,Kristin Nelson,N/A
Education,01/09/2017 - 05/08/2017," 4 sem. hrs. Prereq.: Stage I and II. Applies theoretical knowledge of pedagogy and developmental learning to develop lesson plans, integrate curriculum units, and consider models of effective classroom management. Focuses on appropriate assessment procedures and adapting curriculum to provide for individual differences. Also addresses effective parent communication, legal and ethical issues, and professional portfolio development. Taken in conjunction with the spring practicum. Staff. ", EDUC 310 - Seminar in Teaching and Learning At the Middle and High School Levels ,19,01,Open,Monday,04:30PM-07:20PM,4.00,No,Abdi Ali,N/A
Education,01/18/2017 - 05/08/2017, 4 sem. hrs. Staff. , EDUC 350 - Independent Study ,10,02,Open,N/A,N/A,4.00,Yes,Janet L. Chumley,N/A
Education,01/18/2017 - 05/08/2017," 12 sem. hrs. Prereq.: Consent of the department. Assigns supervised teaching responsibilities in an appropriate inclusive middle school classroom in the metropolitan Boston area. Includes planning and implementing daily class lessons, developing curriculum materials, and demonstrating service to students who fall short of classroom instructional objectives. Requires papers and weekly seminars. Staff. ", EDUC 383 - Practicum: Middle School ,10,01,Open,N/A,N/A,12.00,No,"Ms. Ellen M. Davidson, Kristin Nelson",N/A
Education,01/18/2017 - 05/08/2017," 12 sem. hrs. Prereq.: Consent of the department. Assigns supervised teaching responsibilities in an appropriate inclusive high school classroom in the metropolitan Boston area. Includes planning and implementing daily class lessons, developing curriculum materials, and demonstrating service to students who fall short of classroom instructional objectives. Requires papers and weekly seminars. Staff. ", EDUC 384 - Practicum: High School ,9,01,Open,N/A,N/A,12.00,No,"Ms. Ellen M. Davidson, Kristin Nelson",N/A
Education,01/18/2017 - 05/08/2017," 12 sem. hrs. Prereq.: Consent of the department. Assigns supervised teaching responsibilities in an inclusive French, Spanish, or ESL classroom in the metropolitan Boston area. Includes planning and implementing daily class lessons, developing curriculum materials, and demonstrating service to students who fall short of classroom instructional objectives. Requires papers and weekly seminars. Chumley. "," EDUC 385 - Practicum: French, Spanish, Or Esl ",10,01,Open,N/A,N/A,12.00,No,"Ms. Ellen M. Davidson, Kristin Nelson",N/A
Education,01/18/2017 - 05/08/2017, 8 sem. hrs. Prereq.: Consent of the department. Limited enrollment. Two full days a week of clinical experience in a private or public school classroom. Guttentag. , EDUC 388 - Fieldwork in Education ,13,01,Open,N/A,N/A,8.00,No,Ms. Helen Guttentag,N/A
English,01/19/2017 - 05/04/2017," 4 sem. hrs. Designed for students with a solid base of writing skill who wish to grow further as writers. Teaches writing of non-fiction that a non-captive audience would willingly read. Focuses primarily on the personal narrative. Pei, Wollman, Weaver, Staff. ", ENGL 105 - Creative Writing: Non-Fiction ,0,01,Wlst,"Tuesday, Thursday",03:00PM-04:20PM,4.00,No,Lowry Pei,N/A
English,01/19/2017 - 05/08/2017," 4 sem. hrs. Targets the eager and curious writer of poems seeking structure, feedback, and models of excellence in a workshop setting. Assumes that those who want to write are those who have been deeply moved by the writing of others. Includes extensive reading and attendance at poetry readings in the Boston area. Weaver, Wollman. ", ENGL 109 - Creative Writing: Poetry ,4,01,Open,"Monday, Thursday",11:00AM-12:20PM,4.00,No,Richard Wollman,N/A
English,01/19/2017 - 05/08/2017," 4 sem. hrs. Closely studies the Old and New Testaments, with attention to the problem of strategies of interpretation. Considers themes including the use of metaphor; shifting attitudes toward sex; time and typology; and theological versus cultural perspectives. Wollman. ", ENGL 112 - The Bible ,9,01,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,Richard Wollman,N/A
English,01/20/2017 - 05/05/2017," 4 sem. hrs. Studies American literature from its beginnings to the Civil War; from its pre-literature - recording the encounters among the Native Americans, English, Spanish, French, and Africans - to the first emergence of America's literature of diversity, exemplified by such writers as Douglass, Jacobs, Emerson, Fuller, Thoreau, Hawthorne, Dickinson, and Melville. Bergland. ", ENGL 161 - Amer Lit to Civil War ,4,01,Open,"Tuesday, Friday",11:00AM-12:20PM,4.00,No,TBA,N/A
English,01/20/2017 - 05/05/2017," 4 sem. hrs. Explores the writings and cultural contexts of literature by and about women from the 19th century to the present. Features novels, short stories, speeches, poems, and plays. Selected topics may include: education, friendship, sexuality, the marriage plot, labor, and protest and politics. Hager, Bergland, Bromberg, Leonard. ", ENGL 193 - Women in Literature ,8,01,Open,"Tuesday, Friday",12:30PM-01:50PM,4.00,No,"Leonard, Suzanne",N/A
English,01/20/2017 - 05/05/2017," 4 sem. hrs. An introduction to the English major, 199 provides a grounding in the skills and questions basic to the study of literature: how to trace an image, how a novelist constructs a character, what a poet is doing with meter and rhyme, and how to make comparisons between different texts. Required for all English majors. Bergland, Bromberg, George, Hager, Leonard, Pei, Weaver, Wollman. ", ENGL 199 - Approaches to Literature ,1,01,Open,"Tuesday, Friday",11:00AM-12:20PM,4.00,No,Kelly Hager,N/A
English,01/19/2017 - 05/08/2017," 4 sem hrs.; Prereq: ENGL 199 The second half of the required introduction to the English major, this course builds on English 199 and considers how we read, analyze, and write about literature from different critical perspectives, including Postcolonialism and Race Studies, Feminism, Psychoanalysis, Structuralism, Deconstruction, and/or Marxism. Required for all English majors. Bergland, Bromberg, George, Hager, Leonard, Mercier, Weaver, Wollman. ", ENGL 200 - Introduction to Theory ,0,01,Clsd,"Monday, Thursday",11:00AM-12:20PM,4.00,No,Sheldon George,N/A
English,01/19/2017 - 05/08/2017," Continued work on the art of writing the short story, building on experience gained in English 107. Frequent writing and reflection on writing; extensive revision; workshop discussion of student writing. Readings in contemporary and canonical short fiction, as well as works on fictional technique. ", ENGL 207 - Creative Writing: Advanced Fiction ,4,01,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,Lowry Pei,N/A
English,01/18/2017 - 05/05/2017," Examines the wide variety of literature written for children in the Victorian and modernist periods in Britain, from fairy tales and nonsense verse to didactic fiction and fantasy. Authors studied may include Lewis Carroll, Edward Lear, Frances Hodgson Burnett, Christina Rossetti, Robert Louis Stevenson, E. Nesbit, Kenneth Grahame, J. M. Barrie, P.L. Travers, and A.A. Milne. ", ENGL 211 - From Alice to Eeyore ,6,01,Open,"Tuesday, Wednesday, Friday",02:00PM-02:50PM,4.00,No,Kelly Hager,N/A
English,01/19/2017 - 05/08/2017," 4 sem. hrs. Prereq: ENGL 195 recommended. Introduces students to the main schools of theory in cinema and media studies, including auteur theory, narrative, semiotics, psychoanalysis, Marxism, feminism, queer theory, critical race theory, reception theory, third and accented cinemas. Grabiner. Leonard. ", ENGL 221 - The Critical Lens: Introduction To Film & Media Theory ,11,01,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,Ellen Grabiner,N/A
English,01/19/2017 - 05/04/2017," 4 sem. hrs. Considers the development of the English novel, with emphasis on narrative technique and the cultural history of the novel in the 18th century. Novelists may include Behn, Haywood, Fielding, Burney, Austen, and Walpole. Bromberg. ", ENGL 243 - English Novel Through Austen ,11,01,Open,"Tuesday, Thursday",09:30AM-10:50AM,4.00,No,Pamela S. Bromberg,N/A
English,01/19/2017 - 05/04/2017," 4 sem. hrs. Prereq.: ENGL 199 or ENGL 210, and junior standing. Studies the novels of such writers as Joseph Conrad, Nadine Gordimer, Tayeb Salih, Chinua Achebe, Buchi Emecheta, Jamaica Kincaid, and Zadie Smith in the context of contemporary postcolonial theory. Bromberg. ", ENGL 308 - The Postcolonial Novel ,11,01,Open,Thursday,06:00PM-08:50PM,4.00,No,Pamela S. Bromberg,N/A
English,01/24/2017 - 05/02/2017," 4 sem. hrs. Prereq.: ENGL 199 or ENGL 210, and ENGL 121 or consent of the instructor. Closely analyzes a few major plays and varied critical approaches to them. Wollman. ", ENGL 321 - Studies in Shakespeare ,17,01,Open,Tuesday,06:00PM-08:50PM,4.00,No,Richard Wollman,N/A
English,01/23/2017 - 05/08/2017," Prereq.: ENGL 107, junior standing and consent. Offers an intensive study of a particular genre of literature. ", ENGL 323 - Special Topics in Literature ,9,01,Open,Monday,04:30PM-07:20PM,4.00,No,Afaa M. Weaver,N/A
English,01/24/2017 - 05/02/2017," 4 sem. hrs. Prereq.: ENGL 199 or 210 and junior standing. Offers a framework for advanced independent work in literary studies. Anchored in a common topic that changes each year. Texts include some of the critical and theoretical approaches that help to define the topic. Bergland, Bromberg, George, Hager, Leonard, Wollman. ", ENGL 390 - Seminar in Literary Scholarship ,9,01,Open,Tuesday,03:00PM-05:50PM,4.00,No,Kelly Hager,N/A
English,01/18/2017 - 05/03/2017," Focused upon a rotating topic, this course introduces students to graduate work through the study of high level research and scholarship connected to particular texts or genres. It focuses upon essential graduate skills that include conducting literary research, preparing paper proposals, writing graduate level seminar papers, and presenting scholarship to a broader audience. ", ENGL 404 - Proseminar ,15,01,Open,Wednesday,06:00PM-08:50PM,4.00,No,Sheldon George,N/A
English,01/19/2017 - 05/04/2017," Studies the novels of such writers as Joseph Conrad, Jean Rhys, V.S. Naipul, Nadine Gordimer, Tayeb Salih, Chinua Achebe, Buchi Emecheta, Jamaica Kincaid, and Anita Desai in the context of contemporary post-colonial theory. Bromberg ", ENGL 508 - Postcolonial Novel ,16,01,Open,Thursday,06:00PM-08:50PM,4.00,No,Pamela S. Bromberg,N/A
English,01/24/2017 - 05/02/2017," Closely analyzes a few major plays and varied critical approaches to them. Wollman, Gullette. ", ENGL 521 - Studies in Shakespeare ,16,01,Open,Tuesday,06:00PM-08:50PM,4.00,No,Richard Wollman,N/A
English,01/23/2017 - 05/08/2017, , ENGL 523 - Special Topics in Lit ,12,01,Open,Monday,04:30PM-07:20PM,4.00,No,Afaa M. Weaver,N/A
French,01/18/2017 - 05/08/2017," 4 sem. hrs. Emphasizes communication. Develops all four basic language skills: understanding, speaking, reading, and writing. Aims to provide cultural and linguistic survival skills through contemporary methodologies. Staff. ", FREN 101 - Elementary French I ,3,01,Open,"Monday, Wednesday, Friday",10:00AM-10:50AM,4.00,No,Caroline Gates,N/A
French,01/18/2017 - 05/08/2017, 4 sem. hrs. Prereq.: FREN 101 or placement by the department. Continuation of FREN 101. Staff. , FREN 102 - Elementary French II ,13,03,Open,"Monday, Wednesday, Friday",08:00AM-08:50AM,4.00,No,TBA,N/A
French,01/18/2017 - 05/08/2017," 4 sem. hrs. Prereq.: FREN 102 or placement by the department. Reviews grammar, with oral practice and reading of short modern French texts. Emphasizes development of spoken skills and vocabulary for everyday life in French-speaking countries. Staff. ", FREN 201 - Interm French I ,6,02,Open,"Monday, Wednesday, Friday",10:00AM-10:50AM,4.00,No,Marda Messay,N/A
French,01/19/2017 - 05/08/2017," 4 sem. hrs. Prereq.: FREN 201 or placement by the department. Continuation of FREN 201, with a special focus on writing at the intermediate level. Staff. ", FREN 202 - Intermediate French II ,2,01,Open,"Monday, Thursday",11:00AM-12:20PM,4.00,No,TBA,N/A
French,01/19/2017 - 05/04/2017, 4 sem. hrs. Prereq.: FREN 202 or consent of the instructor. Develops greater facility in the use of oral and written language. Emphasizes contemporary vocabulary and usage and encourages expression on personal and current issues. Requires a number of short papers as well as several prepared oral reports. Febles. , FREN 245 - Conversation & Composition ,6,01,Open,"Tuesday, Thursday",09:30AM-10:50AM,4.00,No,Eduardo A. Febles,N/A
