Category,Id,Description,Title
CS,4731,"Cat. I  This course studies the use of the computer to model and graphically render  two- and three-dimensional structures.  Topics include graphics devices and languages, 2- and 3-D object representations, and various aspects of rendering realistic images.  Students will be expected to implement programs which span all stages of the  3-D graphics pipeline, including clipping, projection, arbitrary viewing, hidden  surface removal and shading.  Undergraduate credit may not be earned both for this course and for CS 543. Recommended background: CS 2223, CS 2303 and MA 2071.",COMPUTER GRAPHICS
CS,4732,"Cat. II This course provides an in-depth examination of the algorithms, data structures, and techniques used in modeling and rendering dynamic scenes. Topics include animation hardware and software, parametric blending techniques, modeling physical and articulated objects, forward and inverse kinematics, key-frame, procedural, and behavioral animation, and free-form deformation. Students will  be expected to develop programs to implement low-level animation algorithms  as well as use commercial animation tools to design and produce small to  moderate sized animations.       Recommended background: CS 4731.  This course will be offered in 2016-17, and in alternating years thereafter.",COMPUTER ANIMATION
CS,4802," Cat. II This course will use interactive visualization to model and analyze biological information, structures, and processes. Topics will include the fundamental principles, concepts, and techniques of visualization (both scientific and  information visualization) and how visualization can be used to study  bioinformatics data at the genomic, cellular, molecular, organism, and  population levels. Students will be expected to write small to moderate programs  to experiment with different visual mappings and data types.       Recommended background: CS 2102, CS 2223, and one or more biology courses.  This course will be offered in 2016-17, and in alternating years thereafter.",BIOVISUALIZATION
CS,4803,"Cat. II This course will investigate computational techniques for discovering patterns in and across complex biological and biomedical sources including genomic and  proteomic databases, clinical databases, digital libraries of scientific articles, and  ontologies. Techniques covered will be drawn from several areas including  sequence mining, statistical natural language processing and text mining, and  data mining.        Recommended Background: CS 2102, CS 2223, MA 2610 or MA 2611, and  one or more biology courses.  This course will be offered in 2015-16, and in alternating years thereafter.",BIOLOGICAL AND BIOMEDICAL DATABASE MINING
ECE,250X,"This course introduces basic concepts underlying the current and future methods of generation, transmission, storage, and use of electric energy.  Beginning with an historical overview of the electric power system that has served well for more than 100 years, the course provides an introduction to the fundamental engineering principles needed to understand the design and implementation of traditional as well as modern electric power systems.  Energy sources including thermal (combustion, nuclear, geothermal), solar, wind, and chemical (fuel cells) are presented.  Important aspects of economic analysis and government regulation are also covered. Finally, the critical roles played by sensor, communications, and security systems will be made clear.  Students will engage in substantial project work by which they will gain experience in integration of these many elements in designing and implementing ?Smart Grid? systems for the reliable supply of affordable and environmentally benign electric energy. Recommended background:  PH 1120 or 1121 or equivalent ",INTRODUCTION TO CONTEMPORARY ELECTRICAL POWER SYSTEMS
ECE,290X,"This course will introduce students to the concept of social entrepreneurship and the ways in which social entrepreneurs are addressing complex social problems with their entrepreneurial ventures. Students will be exposed to the challenges and rewards of running a social enterprise. They will learn valuable business and entrepreneurial tools that can be applied to the design of sustainable social business models. Topics include social opportunity recognition and evaluation, business models in the social sector, social impact assessment, the double-bottom line, scalability of solutions, organizational forms and structures, and social venture financing.",SOCIAL ENTREPRENEURSHIP
ECE,301X,"Description of control systems, analysis and design objectives, the design  process. Modeling in the frequency and time domain. Characteristics of control  systems time response. Reduction of multiple subsystems. Analysis of systems transient response, stability, and steady-state errors. Root Locus techniques. Design of PI, PD, and PID controllers via Root Locus. Frequency response techniques, and design via frequency response. The course will include projects which will require the use of software such as MATLAB, Simulink, or LabVIEW for analysis and design of control systems.        Recommended Background: MA2051, ECE2019, and ECE 2311. Due to the  overlap of this course with ES3011, the students will not receive credit for both  ES3011 and ECE301X.   ",INTRODUCTION TO CONTROL SYSTEMS ENGINEERING
ECE,480X,"This course provides an introduction to modern cryptography and information security. It focuses on how cryptographic algorithms and protocols work and how to use them.   The course covers the concepts of block ciphers and message authentication codes, public key encryption, digital signatures, and key establishment, as well as common examples and uses of such schemes, including the AES, RSA-OAEP, and the Digital Signature Algorithm.  Basic cryptanalytic techniques and examples of practical security solutions are explored to understand how to design and evaluate modern security solutions. The course is suited for students interested in cryptography or other security related fields such as trusted computing, network and OS security, or general IT security. Recommended background: ECE 2049 Embedded Computing in Engineering Design or CS 2301 Systems Programming for Non-Majors or equivalent Suggested background: CS 2022/MA2201 Discrete Mathematics ",INTRODUCTION TO CRYPTOGRAPHY AND COMPUTER SECURITY
ECE,1799,"Cat. I (1/6 unit semester course, spread out evenly over A and B terms)   This is a seminar-based course intended for First Year students seeking to  understand the breadth of activities, career choices and technology that are  considered to comprise Electrical and Computer Engineering. Students  considering ECE as a major, both those who are ?decided? as well as those who  are ?undecided? should enroll in ECE 1799. The class meets once a week during  the fall semester (A & B terms).   Note: There are no ?recommended? or ?suggested? courses for this description.",FRONTIERS AND CURRENT ISSUES OF ELECTRICAL AND COMPUTER ENGINEERING
ECE,2010,"The objective of this course is to introduce students to the broad field of  electrical and computer engineering within the context of real world applications.  This course is designed for first-year students who are considering ECE as  a possible major or for non-ECE students fulfilling an out-of-major degree  requirement. The course will introduce basic electrical circuit theory as well as analog and  digital signal processing methods currently used to solve a variety of engineering  design problems in areas such as entertainment and networking media, robotics,  renewable energy and biomedical applications. Laboratory experiments based on  these applications are used to reinforce basic concepts and develop laboratory skills, as well as to provide system-level understanding. Circuit and system  simulation analysis tools are also introduced and emphasized.  Topics: Basic concepts of AC/DC and Digital electrical circuits, power, linear  circuit simulation and analysis, op-amp circuits, transducers, feedback, circuit  equivalents and system models, first order transients, the description of  sinusoidal signals and system response, analog/digital conversion, basic digital  logic gates and combinatorial circuits.  Recommended Background: high school physics, and MA 1022 (concurrent).",INTRODUCTION TO ELECTRICAL AND COMPUTER ENGINEERING
ECE,2019,"Cat. I   This course investigates commonly used sensors such as resistive temperature sensors, capacitive touch sensors, and inductive motion sensors and actuators.  Numerous applications are presented to motivate coverage of fundamental  operating principles of circuit elements such as resistors, capacitors, and  inductors; model the signals produced by these sensors; and analyze the circuits  and systems used to amplify and process these signals. After a review of  Kirchhoff `s current and voltage laws, fundamental analysis techniques such as  Thevenin and Norton?s theorems and the superposition principle are used to  model and analyze sensors, circuits, and systems. Concepts from analysis of  linear, time-invariant continuous-time signals and systems are introduced as  necessary, including Fourier series and characterization of systems such as filters  in both the frequency domain (bandwidth, transfer function) and time domain  (rise time, step response). Capacitance, inductance and mutual inductance are  explored as energy storage elements, including consideration of resonance and  energy losses in power systems. Concepts will be reinforced with the use of  laboratory exercises and computer simulation.   Recommended background: ECE 2010, MA 1024 (or equivalent),  PH 1120/21 and MA 2051 (concurrent)   Note: Students who have received credit for ECE 2111 may not receive credit  for ECE 2019.","SENSORS, CIRCUITS, AND SYSTEMS"
ECE,2029,"Cat. I   Digital circuits are the foundation upon which the computers, cell phones, and calculators we use every day are built. This course explores these foundations by  using modern digital design techniques to design, implement and test digital  circuits ranging in complexity from basic logic gates to state machines that  perform useful functions like calculations, counting, timing, and a host of other  applications. Students will learn modern design techniques, using a hardware  description language (HDL) such as Verilog to design, simulate and implement  logic systems consisting of basic gates, adders, multiplexers, latches, and  counters. The function and operation of programmable logic devices, such as  field programmable gate arrays (FPGAs), will be described and discussed in  terms of how an HDL logic design is mapped and implemented. Experiments  involving the design of combinational and sequential circuits will provide  students a hands-on introduction to basic digital electrical engineering concepts  and the skills needed to gain more advanced skills. In the laboratory, students  will construct, troubleshoot, and test the digital circuits that they have developed  using a hardware description language. These custom logic designs will be  implemented using FPGAs and validated using test equipment.  Topics: Number representations, Boolean algebra, design and simplification of combinational circuits, arithmetic circuits, analysis and design of sequential  circuits, and synchronous state machines.  Lab exercises: Design, analysis and construction of combinational and  sequential circuits; use of hardware description languages to implement, test, and verify digital circuits; function and operation of FPGAs.   Recommended background: Introductory Electrical and Computer  Engineering concepts covered in a course such as ECE 2010 or RBE 1001, and  MA 1022.   Note: Students will not be able to receive credit for both ECE 2022 and  ECE 2029.",INTRODUCTION TO DIGITAL CIRCUIT DESIGN
ECE,2049,"Cat. I   Embedded computers are literally everywhere in modern life. On any given day  we interact with and depend on dozens of small computers to make coffee, run  cell phones, take pictures, play music, control elevators, manage the  emissions and antilock brakes in our automobile, control a home security  system, and so on. Using popular everyday devices as case studies, students in  this course are introduced to the unique computing and design challenges posed  by embedded systems. Students will then solve real-world design problems using  small, resource constrained (time/memory/power) computing platforms. The hardware and software structure of modern embedded devices and basic interactions between embedded computers and the physical world will also be  covered in lecture and as part of laboratory experiments. In the laboratory,  emphasis is placed on interfacing embedded processors with common sensors  and devices (e.g. temperature sensors, keypads, LCD display, SPI ports, pulse  width modulated motor controller outputs) while developing the skills needed  to use embedded processors in systems design. This course is also appropriate for  RBE and other engineering and CS students interested in learning about  embedded system theory and design.  Topics: Number/data representations, embedded system design using C,  microprocessor and microcontroller architecture, program development and  debugging tools for a small target processor, hardware/software dependencies,  use of memory mapped peripherals, design of event driven software, time and  resource management, applications case studies.  Lab Exercises: Students will solve commonly encountered embedded  processing problems to implement useful systems. Starting with a requirements  list students will use the knowledge gained during the lectures to implement  solutions to problems which explore topics such as user interfaces and  interfacing with the physical world, logic flow, and timing and time constrained  programming. Exercises will be performed on microcontroller and/or  microprocessor based embedded systems using cross platform development tools appropriate to the target platform.   Recommended Background: ECE 2010 or equivalent knowledge in basic  circuits, devices and analysis; and C language programming (CS 2301 or  equivalent)   Suggested Background: ECE 2029 or equivalent knowledge of digital logic,  logic signals and logic operations;   Note: Students who have received credit for ECE 2801 may not receive  credit for ECE 2049.",EMBEDDED COMPUTING IN ENGINEERING DESIGN
ECE,2112,"Cat. I   The object of this course is a comprehensive treatment of electromagnetic engineering principles covering the entire application spectrum from static to  dynamic field phenomena.  The starting point will be the basic electric and magnetic field definitions of Coulomb  and Biot-Savart leading to Gauss?s and Ampere?s laws. They form the foundation of electro- and magnetostatics fields. Students will examine capacitive and inductive  systems and relate them to lumped element circuit models. By introducing tempora l and spatial magnetic flux variations, Faraday?s law is established. The engineering  implications of this law are investigated in terms of transformer and motor actions.  Incorporation of the displacement current density into Ampere?s law and combining it  with Faraday?s law will then culminate in the complete set of Maxwell?s field equations.  As a result of these equations, students will develop the concept of wave propagation in  the time and frequency domain with practical applications such as wireless communication,  radar, Global Positioning Systems, and microwave circuits.   Recommended background: ECE 2019.",ELECTROMAGNETIC FIELDS
ECE,2201,"Cat. I   This course is the first of a two-course sequence in electronic circuit design. It begins with a substantive treatment of the fundamental behavior of semiconductor materials and moves on to the semiconductor diode, the bipolar transistor,  and the field-effect transistor. Laboratory exercises are provided to reinforce the  theory of operation of these devices. Numerous circuit applications are  considered, including: power supplies, transistor amplifiers, and FET switches.   Topics include: the pn junction, diode operation, transducers, rectification, voltage  regulation, limiting and clamping circuits, transistor operation, biasing, small-signal  and large-signal models, transistors amplifiers, and switching applications.   Recommended background: ECE 2019.",MICROELECTRONIC CIRCUITS I
ECE,2305,"Cat. I   This course provides an introduction to the broad area of communications and networking, providing the context and fundamental knowledge appropriate for  all electrical and computer engineers, as well as for further study in this area.  The course is organized as a systems approach to communications and  networking. Topics include key concepts and terminology (delay, loss,  throughput, bandwidth, etc.), types of transmission media, addressing,  switching, routing, networking principles and architectures, networking  protocols, regulatory and applications issues.   Recommended background: ECE 2010.   ",INTRODUCTION TO COMMUNICATIONS AND NETWORKS
ECE,2311,"Cat. I   This course provides an introduction to time and frequency domain analysis of continuous time signals and linear systems. Topics include signal characterization  and operations; singularity functions; impulse response and convolution;  Fourier series; the Fourier transform and its applications; frequency-domain  characterization of linear, time-invariant systems such as filters; and the Laplace  transform and its applications.  Recommended background: MA 2051, ECE 2019 and a prior course in computer programming such as CS 2301 or CS 1101/2/4.",CONTINUOUS-TIME SIGNAL AND SYSTEM ANALYSIS
ECE,2312,"Cat. I   This course provides an introduction to the time and frequency domain analysis of discrete-time signals and linear systems. Topics include sampling and quantization, characterization of discrete-time sequences, the discrete-time Fourier transform, the discrete Fourier transform and its applications, the Z transform and its applications, convolution, characterization of FIR and IIR discrete-time  systems, and the analysis and design of discrete-time filters. The course will include a focus on applications such as sampling and quantization, audio processing, navigation systems, and communications. Extensive use will be made of simulation tools including Matlab. Recommended background: MA 2051, ECE 2311 and a prior course in computer programming such as CS 2301 or CS 1101/2/4.",DISCRETE-TIME SIGNAL AND SYSTEM ANALYSIS
ECE,2799,"Cat. I   The goal of this course is to provide experience with the design of a system, component, or process. Basic sciences, mathematics, and engineering sciences  are applied to convert resources to meet a stated objective. Fundamental steps of  the design process are practiced, including the establishment of objectives and  criteria, synthesis, analysis, manufacturability, testing, and evaluation. Student  work in small teams and are encouraged to use creativity to solve specific but  open-ended problems, and then present their results. ECE 2799 is strongly recommended for all students as a preparation for the  design element of the MQP. It is anticipated that ECE 2799 will be of most  benefit to students when taken well in advance of the MQP (late sophomore  year or early junior year).   Recommended background: At least three of ECE 2019, ECE 2029, ECE 2049, ECE 2311.",ELECTRICAL AND COMPUTER ENGINEERING DESIGN
ECE,3012,"This course provides an introduction to the analysis and design of continuous-time control systems. Topics covered in the course include: modeling in the frequency and time domain, characteristics of control systems time response, reduction of multiple subsystems, analysis of systems transient response, stability, steady-state errors, root locus techniques, design of PI, PD, and PID controllers via root locus, frequency response techniques, and design via frequency response. The course will not have a formal laboratory. It will include projects which will require the use of software such as MATLAB, Simulink, or LabVIEW for analysis and design of control systems.      Recommended Background: Ordinary Differential Equations (MA 2051), Sensors, Circuits, and Systems (ECE 2019), and Continuous-time Signal and System Analysis (ECE 2311).      Students may not receive credit for both ES3011 and ECE3012. ",INTRODUCTION TO CONTROL SYSTEMS ENGINEERING
ECE,3113,"Cat. I   This course is designed to provide students with the basic principles of radio frequency (RF) circuit design. It concentrates on topics such as designing tuning  and matching networks for analog and digital communication, satellite  navigation, and radar systems.   After reviewing equivalent circuit representations for RF diodes, transistors, FETs, and their input/output impedance behavior, the course examines the  difference between lumped and distributed parameter systems. Characteristics  impedance, standing waves, reflection coefficients, insertion loss, and group  delay of RF circuits will be explained.   Within the context of Maxwell?s theory the course will then focus on the graphical display of the reflection coefficient (Smith Chart) and its importance  in designing matching circuits. Students will learn the difference between SPICE  and monolithic and microwave integrated circuit analysis, and design  (MMICAD) modeling. Biasing and matching networks for single and  multistage amplifiers in the 900 to 2,000 MHz range are analyzed and  optimized in terms of input/output impedance matching, insertion loss, and  groups delays.   Recommended background: ECE 2019, ECE 3204. Suggested background: ECE 2112.",INTRODUCTION TO RF CIRCUIT DESIGN
ECE,3204,"Cat. I   This course is the second of a two-course sequence in electronic circuit design. More  complex circuits are analyzed and the effects of frequency and feedback are considered  in detail. The course provides a comprehensive treatment of operational amplifier  operation and limitations. The use of Bode plots to describe the amplitude and phase  performance of circuits as a function of operating frequency is also presented. In addition, the concepts of analog signal sampling, analog-to-digital conversion and  digital-to-analog conversion are presented along with techniques for interfacing analog  and digital circuitry. Laboratory exercises are provided to reinforce student facility with  the application of these concepts to the design of practical circuits. Topics include: transducers; differential amplifiers, inverting/non-inverting  amplifiers, summers, differentiators, integrators, passive and active filers, the  Schmitt trigger, monostable and a-stable oscillators, timers, sample-and-hold  circuits, A/D converters, and D/A converters.   Recommended background: Introductory electronic-circuit design and analogsignal  analysis as found in ECE 2201 and ECE 2311.",MICROELECTRONIC CIRCUITS II
ECE,3308,"Cat. I   This course is intended for students interested in obtaining a systems-level perspective of modern wireless networks. It starts with an overall understanding  of telecommunication and computer communication networks. Then the  fundamental theory of operation of wireless networks as well detailed description  of example networks will be covered. Topics included in the course are an  overview of computer networks, an overview of wireless network standards and  products, radio channel modeling and medium access control, deployment of  wireless infrastructures, and examples of voice- and data-oriented wireless  networks using TDMA, CDMA, and CSMA access methods. With extra work, this course can be successfully completed by non- ECE students; basic concepts of radio propagation, transmission, and medium  access control will be introduced as needed.  Recommended  background: MA 1022 and PH 1120.  Suggested background: ECE 2312 and  ECE 2305.",INTRODUCTION TO WIRELESS NETWORKS
ECE,3311,"Cat. I   This course provides an introduction to analog and digital communications  systems. The bandpass transmission of analog data is motivated and typical systems are analyzed with respect to bandwidth considerations and implementation  techniques. Baseband and passband digital transmission systems are  introduced and investigated. Pulse shaping and intersymbol interference criteria are developed in relation to the pulse rate transmission limits of bandlimited channels. Finally, digital carrier systems and line coding are introduced in conjunction with applications to modern modem transmission schemes.   Recommended background: MA 1024 and ECE 2312.   Suggested background: ECE 2305.",PRINCIPLES OF COMMUNICATION SYSTEMS
ECE,3500,"Cat. I This course introduces basic concepts underlying the current and future methods of generation, transmission, storage, and use of electric energy.  Beginning with an historical overview of the electric power system that has served well for more than 100 years, the course provides an introduction to the fundamental engineering principles underlying the design and implementation of traditional as well as modern electric power systems.  Energy sources including thermal (combustion, nuclear, geothermal), solar, wind, and chemical (fuel cells) are presented, along with the environmental impacts.  Concepts of three-phase systems, transmission and distribution of power, economic and regulatory aspects, as well as communications, protection, and control systems are included.  Student project work is included.   Recommended background:  ECE 2010 or equivalent Suggested background:  ECE 2019 or equivalent ",INTRODUCTION TO CONTEMPORARY ELECTRIC POWER SYSTEMS
ECE,3501,"Cat. I   This course is designed to provide a cohesive presentation of the principles of electric energy conversion for industrial applications and design. The generation, transmission and conversion of electric energy, as well as basic instrumentation  and equipment associated with electric energy flow and conversion are analyzed.   Topics: Review of poly-phase circuits. Transducers and instrumentation for  power and energy measurements. Rotating machines. Electromechanical  transients and stability. Switchgear equipment. Selected laboratory experiments.   Recommended background: ECE 2019.",ELECTRICAL ENERGY CONVERSION
ECE,3503,"Cat. I  This course is an introduction to analysis and design of power semiconductor circuits used in electric motor drives, control systems, robotics and power supply.   Topics: characteristics of thyristors and power transistors. Steady-state  performance and operating characteristics, device rating and protection,  commutation, gating circuits, ac voltage controllers, controlled rectifiers, dc/dc  converters and dc/ac inverters. Laboratory exercises.   Recommended background: ECE 2019, ECE 2201 or equivalent.",POWER ELECTRONICS
ECE,3829,"This course covers the systematic design of advanced digital systems using FPGAs. The emphasis is on top-down design starting with high level models using a hardware description language (such as VHDL or Verilog) as a tool for the design, synthesis, modeling, test bench development, and testing and verification of complete digital systems. These types of systems include the use of embedded soft core processors as well as lower level modules created from custom logic or imported IP blocks. Interfaces will be developed to access devices external to the FPGA such as memory or peripheral communication devices. The integration of tools and design methodologies will be addressed through a discussion of system on a chip (SOC) integration, methodologies, design for performance, and design for test.  Topics: Hardware description languages, system modeling, synthesis, simulation and testing of digital circuits; Design integration to achieve specific system design goals including architecture, planning and integration, and testing; Use of soft core and IP modules to meet specific architecture and design goals. Laboratory exercises: Students will design and implement a complete sophisticated embedded digital system on an FPGA. HDL design of digital systems including lower level components and integration of higher level IP cores, simulating the design with test benches, and synthesizing and implementing these designs with FPGA development boards including interfacing to external devices.  Recommended background: ECE 2029 and ECE 2049. Students who have received credit for ECE 3810 may not receive credit for ECE 3829.",ADVANCED DIGITAL SYSTEM DESIGN WITH FPGAS
ECE,3849,"Cat. I This course continues the embedded systems sequence by expanding on the topics of real-time software and embedded microprocessor system architecture. The software portion of this course focuses on solving real-world problems that require an embedded system to meet strict real-time constraints with limited resources. On the hardware side, this course reviews and expands upon all the major components of an embedded microprocessor system, including the CPU, buses, memory devices and peripheral interfaces. New IO standards and devices are introduced and emphasized as needed to meet system design, IO and performance goals in both the lecture and laboratory portion of the course. Topics: Cross-compiled software development, embedded system debugging, multitasking, real-time scheduling, inter-task communication, software design for deterministic execution time, software performance analysis and optimization, device drivers, CPU architecture and organization, bus interface, memory management unit, memory devices, memory controllers, peripheral interfaces, interrupts and interrupt controllers, direct memory access. Laboratory exercises: Programming real-time applications on an embedded platform running a real-time operating system (RTOS), configuring hardware interfaces to memory and peripherals, bus timing analysis, device drivers.  Recommended background: ECE 2029 and ECE 2049.",REAL-TIME EMBEDDED SYSTEMS
ECE,4011,"Cat. II Introduction to biomedical signal processing and analysis. Fundamental  techniques to analyze and process signals that originate from biological sources:  ECGs, EMGs, EEGs, blood pressure signals, etc. Course integrates physiological  knowledge with the information useful for physiologic investigation and medical  diagnosis and processing. Biomedical signal characterization, time domain analysis  techniques (transfer functions, convolution, auto- and cross-correlation),  frequency domain (Fourier analysis), continuous and discrete signals, deterministic  and stochastic signal analysis methods. Analog and digital filtering.        Recommended background: ECE 2311, ECE 2312, or equivalent.  This course is offered in 2016-17, and in alternating years thereafter.",BIOMEDICAL SIGNAL ANALYSIS
ECE,4023,"This course builds on the fundamental knowledge of instrumentation and sensors. Lectures cover the principles of designing, building and testing analog instruments to measure and process biomedical signals. The course is intended for students interested in the design and development of electronic bioinstrumentation. Emphasis is placed on developing the student?s ability to design a simple medical device to perform real-time physiological measurements.       Recommended background: BME 3012, BME 3013, ECE 2010 and ECE 2019.",BIOMEDICAL INSTRUMENTATION DESIGN
ECE,4305,"Cat. I   This course provides students with hands-on exposure to the design and implementation of modern digital communication systems using software-defined  radio technology. The prototyping and real-time experimentation of  these systems via software-defined radio will enable greater flexibility in the  assessment of design trade-offs as well as the illustration of ?real world?   operational behavior. Performance comparisons with quantitative analytical  techniques will be conducted in order to reinforce digital communication system  design concepts. In addition to laboratory modules, a final course project will  synthesize topics covered in class. Course topics include software-defined radio  architectures and implementations, digital signaling and data transmission  analysis in noise, digital receiver structures (matched filtering, correlation),  multicarrier communication techniques, radio frequency spectrum sensing and identification (energy detection, matched filtering), and fundamentals of radio  resource management.   Recommended background: ECE 3311, MA 2621, familiarity with Simulink, familiarity with general programming.",SOFTWARE-DEFINED RADIO SYSTEMS AND ANALYSIS
ECE,4703,"Cat. I   This course provides an introduction to the principles of real-time digital signal processing (DSP). The focus of this course is hands-on development of real-time  signal processing algorithms using audio-based DSP kits in a laboratory  environment. Basic concepts of DSP systems including sampling and  quantization of continuous time signals are discussed. Tradeoffs between fixed-point  and floating-point processing are exposed. Real-time considerations are  discussed and efficient programming techniques leveraging the pipelined and  parallel processing architecture of modern DSPs are developed. Using the audio-based  DSP kits, students will implement real-time algorithms for various  filtering structures and compare experimental results to theoretical predictions.   Recommended background: ECE 2049, ECE 2312, some prior experience in  C programming.   Suggested background: ECE 3311.",REAL-TIME DIGITAL SIGNAL PROCESSING
ECE,4801,"Cat. I  This course focuses on the computer organization and architectural design of standalone embedded and high-performance microprocessor systems. This course covers performance metrics, machine level representation of information, the assembly level interface, memory system organization and architecture, computer input/output,instruction set architecture (ISA) design, single cycle and multicycle CPU datapath and controlpath design as well as more advanced level topics such as pipelining, interrupts, cache and memory system design. Special attention will be paid into measuring architectural performance and into improving computer architectures at various levels of the design hierarchy to reach optimal performance. The course will include several hands-on projects and laboratory components where students will be required to perform simulations of CPU designs using architectural simulation tools such as MIPS Simulators and SimpleScalar.  Recommended Background: ECE 3849.  Suggested Background: ECE 3829.",COMPUTER ORGANIZATION AND DESIGN
ECE,4802,"This course provides an introduction to modern cryptography and communication security. It focuses on how cryptographic algorithms and protocols work and how to use them.	The course covers the concepts of block ciphers and message authentication codes, public key encryption, digital signatures, and key establishment, as well as common examples and uses of such schemes, including the AES, RSA-OAEP, and the Digital Signature Algorithm. Basic cryptanalytic techniques and examples of practical security solutions are explored to understand how to design and evaluate modern security solutions. The course is suited for students interested in cryptography or other security related fields such as trusted computing, network and OS security, or general IT security.      Recommended background: ECE 2049 Embedded Computing in Engineering Design or CS 2301 Systems Programming for Non-Majors or equivalent      Suggested background: CS 2022/MA2201 Discrete Mathematics ",INTRODUCTION TO CRYPTOGRAPHY AND COMMUNICATION SECURITY
ECE,4902,"Cat. II This course introduces students to the design and analysis of analog integrated circuits such as operational amplifiers, phase-locked loops, and analog multipliers.  Topics: integrated circuit building blocks: current mirrors and sources,  differential amplifiers, voltage references and multipliers, output circuits.  Computer-aided simulation of circuits. Layout of integrated circuits. Design and  analysis of such circuits as operational amplifiers, phase-locked loops, FM  detectors, and analog multipliers. Laboratory exercises.  Recommended background: familiarity with the analysis of linear circuits and  with the theory of bipolar and MOSFET transistors. Such skills are typically  acquired in ECE 3204.  Suggested background: ECE 4904. This course will be offered in 2015-16, and in alternating years thereafter.",ANALOG INTEGRATED CIRCUIT DESIGN
ECE,4904,"Cat. II The purpose of this course is to introduce students to the physics of semiconductor  devices and to show how semiconductor devices operate in typical linear and nonlinear circuit applications. This material complements the electronics  sequence of courses and will draw illustrative examples of electronic circuit  applications from other courses. Topics: carrier transport processes in semiconductor  materials. Carrier lifetime. Theory of p-n junctions. Bipolar transistors  internal theory, dc characteristics, charge control, Ebers-Moll relations; high  frequency and switching characteristics, hybrid-pi model; n- and p-channel  MOSFETS, CMOS.        Recommended background: ECE 2201.       Suggested background: ECE 3204  (helpful but not necessary).   Students may not receive credit for ECE 3901 if they have received credit for  ECE 4904. ",SEMICONDUCTOR DEVICES
ES,200X,"This ES200X course will focus on understanding the engineering and humanitarian challenges connected to designing a sanitation system in the developing world or in an under-resourced part of the developed world. Students will study social and stakeholder considerations as well as treatment and transport, which will inform the design of a prototype system using appropriate locally available resources. This is a project-based, hands-on research and solution-based course in which students will be divided into teams of 3 or 4 persons each. Each team will have weekly objectives/assignments that will be presented to the whole class via oral presentations. Discussion, criticism, suggestions, etc. will follow each team's in-class presentation. The purpose of these peer evaluations is to drive the development of the final physical model of the solution, and the building of the final poster for presentation. Some students in this class will have taken FY160X-C16-C01: Humanitarian Engineering: Past & Present, where they engaged in a role-playing experience that explored the complex historical question of sewage, sanitation and industrial waste in 19th century Worcester, Massachusetts. FY160X is not a prerequisite for ES200X.  Recommended background:  CH1010 Molecularity or General Chemistry and PH1110 General Physics - Mechanics. ",HUMANITARIAN ENGINEERING: PAST AND PRESENT
ES,1020,Cat. I This course is for first year students with an interest in engineering. The course focuses on the design process. Students are introduced to engineering through  case studies and reverse engineering activities. Students will learn the steps in the  design process and how engineers use this process to create new devices. Teams  of students are then assigned a design project that culminates in building and  evaluating a prototype of their design. Results of the design project are presented  in both oral and written reports. This course does not require any prior  engineering background.        Note: This course can be used towards the Engineering Science and Design  distribution requirement in IE and ME.,INTRODUCTION TO ENGINEERING
ES,1310,"Cat. I This introductory course in engineering graphical communications and design provides a solid background for all engineering disciplines. The ability to visualize, create, and apply proper design intent and industry standards for simple parts, assemblies and drawings is a necessity for anyone in a technology environment. Computer Aided Design software is used as a tool to create 2D & 3D sketches, 3D parts, 3D assemblies and 2D drawings per an industry standard. Multiview and pictorial graphics techniques are integrated with ANSI standards for dimensioning and tolerances, sectioning, and generating detailed engineering drawings. Emphasis is placed on relating drawings to the required manufacturing processes. The design process and aids to creativity are combined with graphical procedures to incorporate functional design requirements in the geometric model. No prior engineering graphics or software knowledge is assumed.  ",INTRODUCTION TO COMPUTER AIDED DESIGN
ES,2001,"Cat. I This beginning course provides important background for all science and engineering disciplines regarding the capabilities and limitations of materials in our everyday lives. Students are introduced to the fundamental theme of materials science-- structure-property-processing relationships?in metals, ceramics, and plastics. Aspects of material structure range from the atomic to microstructural and macroscopic scales. In turn, these structural features determine the properties of materials. In particular, this course investigates connections between structure and mechanical properties, and how working and thermal treatments may transform structure and thus alter material properties. This knowledge is then applied to material selection decisions.      Recommended background: prior knowledge of college-level chemistry. ",INTRODUCTION TO MATERIALS SCIENCE
ES,2501,"Cat. I This is an introductory course in the engineering mechanics sequence that serves as a foundation for other courses in mechanical engineering. The course covers general two- and three-dimensional force and couple systems, distributed loads, resultant forces, moments of forces, free body diagrams, equilibrium of particles and finite sized bodies.  Specific topics include friction, trusses, shear forces, bodies subjected to distributed loads, bending moments in beams, and first and second moments of plane areas.       Recommended background: Differential (MA 1021) and integral (MA 1022) calculus, vector algebra (MA 1023), and double and triple integration (MA 1024).  ",INTRODUCTION TO STATIC SYSTEMS
ES,2502,"Cat. I This is an introductory course that addresses the analysis of basic mechanical and structural elements.  Topics include general concepts of stresses, strains, and material properties of common engineering materials. Also covered are two-dimensional stress transformations, principal stresses, Mohr?s circle and deformations due to mechanical and thermal effects.  Applications are to uniaxially loaded bars, circular shafts under torsion, bending and shearing and deflection of beams, and buckling of columns. Both statically determinate and indeterminate problems are analyzed.       Recommended background: ES 2501 or equivalent, differential (MA 1021) and integral (MA 1022) calculus, vector algebra (MA 1023), and double and triple integration (MA 1024).        ",STRESS ANALYSIS
